transcript_id,logFC,t,P.Value,adj.P.Val,database_source
MINT001409,-0.6682,-1.3588,0.8423874002632029,1.0,miTranscriptome
NM_001001.1,1.717,6.295,0.00010424423744953214,0.00014810163600283418,RefSeq
MINT001417,-0.3982,-1.0918,0.37535798836296347,0.5681051004731218,miTranscriptome
NR_001022.1,-1.8215,-5.1465,3.4200946160661417e-08,9.660590332414311e-08,RefSeq
uc1240xyz.1,-0.0178,-0.0389,0.8190784757888584,1.0,UCSC Genes
ENST00000001042,-0.478,-1.3978,0.6566999134592402,0.9509420664076372,ENSEMBL
uc1199xyz.1,0.0266,0.0541,0.8532535206792373,1.0,UCSC Genes
uc1143xyz.1,-0.0994,-0.2368,0.19967250784653806,0.286215543097574,UCSC Genes
ENST00000001340,-0.0858,-0.2517,0.6583020286626301,1.0,ENSEMBL
XM_001116.1,-1.01,-3.2963,7.326199852585748e-06,1.4028650031121522e-05,RefSeq
NM_006194.4,-1.72,-5.71,1.8e-08,1.3e-06,RefSeq
AV_BMP4_03,1.48,4.95,1.8e-06,7.5e-05,Ace View
LINC00152_v1,1.68,5.54,3.1e-08,2.1e-06,lncRNAWiki
XM_001127.1,0.2315,0.6033,0.3408964194131656,0.4098263002747128,RefSeq
ENST00000001099,-1.4429,-5.1257,2.3860899909786003e-06,8.961128304990772e-06,ENSEMBL
XM_001355.1,1.01,3.5533,1.7124149682304828e-10,7.345139964030927e-10,RefSeq
NONCODEG001299,-1.0907,-2.0152,0.828306485554608,1.0,lncRNAWiki
ENST00000001178,0.3737,1.0144,0.03282228056425463,0.052939079835449,ENSEMBL
ENST00000001052,0.4335,0.8291,0.6250746347930258,1.0,ENSEMBL
AV_01008,-0.2703,-0.5261,0.6503371421600369,0.9729936197799438,Ace View
NR_001197.1,0.507,1.1648,0.9130557312785129,1.0,RefSeq
ENST00000001441,0.2639,0.6359,0.515583108011764,0.8410773861618113,ENSEMBL
XM_001335.1,-0.0363,-0.1074,0.14177769771302232,0.28184940007900383,RefSeq
XM_001135.1,-0.025,-0.0522,0.31298527816284527,0.5227044342983437,RefSeq
uc002def.2,-1.85,-6.08,9.2e-09,7.4e-07,UCSC Genes
NR_001455.1,-1.01,-3.6613,7.122041550204476e-11,1.5848812503710467e-10,RefSeq
NONCODEG001378,0.0153,0.0319,0.06516432284901194,0.11861997601695284,lncRNAWiki
MINT001163,-2.5266,-9.5758,0.00016713236899847531,0.0002408084768093943,miTranscriptome
ENST00000001239,1.9246,5.9612,0.0015049192707114656,0.005794235684718896,ENSEMBL
ENST00000001211,-0.1393,-0.3482,0.02617906147625491,0.051,ENSEMBL
ENST00000001369,0.5615,1.1239,0.4297275271216304,0.6995739036759083,ENSEMBL
NM_001202.6,1.62,5.34,4.2e-07,2.1e-05,RefSeq
ENST00000001213,-0.0832,-0.1765,0.3613280953507363,0.5894220374324529,ENSEMBL
XM_001405.1,0.6708,1.4,0.6605884321867669,1.0,RefSeq
ENST00000001057,1.2857,4.8264,6.56823292717757e-05,0.0003135505346610882,ENSEMBL
NONCODEG001183,0.8446,1.9265,0.8631195827056133,1.0,lncRNAWiki
XM_001386.1,-0.4915,-1.2033,0.9428668435482981,1.0,RefSeq
NR_001170.1,0.1775,0.3959,0.6322721624406938,0.9931471151798212,RefSeq
ENST00000001128,-1.01,-3.3854,3.617818201816993e-08,1.6056925265976077e-07,ENSEMBL
uc1055xyz.1,0.1535,0.3671,0.4780026013568273,0.7739882633183428,UCSC Genes
NONCODEG001249,-0.1633,-0.4384,0.3974606762767997,0.5879322990755881,lncRNAWiki
NONCODEG001172,-0.9172,-2.4737,0.4400831166004565,0.6034596109834205,lncRNAWiki
NM_001018.1,-0.3776,-0.8297,0.8200851511559382,1.0,RefSeq
NM_001004.1,0.1089,0.2759,0.41091582269136784,0.5597110005230649,RefSeq
NONCODEG05819,-1.77,-5.88,1.4e-08,1.1e-06,lncRNAWiki
NONCODEG001224,-0.2812,-0.534,0.15880291694951934,0.28016491063025056,lncRNAWiki
ENST00000001284,-2.1331,-6.8818,7.953287288694768e-06,3.9679531673365426e-05,ENSEMBL
NM_001157.1,1.7699,5.4121,1.8953189463570467e-11,8.159109006744021e-11,RefSeq
NR_001403.1,-0.889,-2.2937,0.20602023520161003,0.3415051492982929,RefSeq
NONCODEG00291,-2.1,-6.95,5.4e-10,5.1e-08,lncRNAWiki
XM_001381.1,0.1683,0.4506,0.6290853911670603,1.0,RefSeq
NONCODEG001187,0.3266,0.8257,0.145759551725634,0.23593508663655127,lncRNAWiki
ENST00000001217,0.4965,1.2164,0.02232337359579141,0.051,ENSEMBL
ENST00000001245,0.0884,0.1618,0.585454165585007,0.7667479675598168,ENSEMBL
XM_001119.1,0.8443,2.353,0.15532347543830183,0.2981953615322617,RefSeq
ENST00000001382,-0.3173,-0.6378,0.5346196782681364,1.0,ENSEMBL
ENST00000001095,0.4944,1.3804,0.8575227084389088,1.0,ENSEMBL
uc1019xyz.1,-0.1391,-0.3048,0.06131687442143643,0.08461017943471348,UCSC Genes
AV_01092,-1.3516,-4.2874,1.2308387230332033e-12,3.406896562932075e-12,Ace View
AV_01085,-1.5227,-5.14,8.612554396374126e-09,4.1106644853324964e-08,Ace View
NM_001433.1,-0.3776,-0.9575,0.411040961914042,0.6146971627758998,RefSeq
NM_015265.4,-2.35,-7.95,8.2e-13,1.2e-10,RefSeq
NONCODEG001283,0.1697,0.4625,0.3081060979729146,0.4744152597971618,lncRNAWiki
ENST00000001420,0.9708,2.4891,0.6267268721732877,1.0,ENSEMBL
ENST00000001021,0.6103,1.5096,0.6778693030746222,1.0,ENSEMBL
ENST00000001257,0.2216,0.4485,0.16852510237322732,0.21881932747044255,ENSEMBL
NM_031476.3,-1.41,-4.68,5.2e-06,0.00019,RefSeq
NR_001113.1,0.0057,0.0149,0.4974198541174712,0.8289296804158979,RefSeq
uc001abc.1,1.54,5.15,7.8e-07,3.6e-05,UCSC Genes
NONCODEG001336,0.4123,0.9841,0.4325481229965323,0.6765210202439645,lncRNAWiki
NM_001425.1,-0.4372,-0.8386,0.17675059390622708,0.22212218887927584,RefSeq
XM_001360.1,-2.3938,-7.1362,3.726349070105412e-07,6.197541380273175e-07,RefSeq
XM_001173.1,-0.4536,-1.3062,0.4780816501977627,0.6258047808609334,RefSeq
XM_001236.1,2.3004,6.9498,1.3432409271693892e-05,4.110068551989922e-05,RefSeq
ENST00000001391,-0.5991,-1.3998,0.29094257081446434,0.42398576872498717,ENSEMBL
NM_001387.1,-0.1424,-0.3628,0.8000895963632237,1.0,RefSeq
AV_01294,1.9179,5.5951,8.568321145417267e-11,2.596017033103363e-10,Ace View
NONCODEG001193,-2.7929,-9.0832,1.5993539305252346e-06,6.401421692370332e-06,lncRNAWiki
NR_001164.1,2.4038,8.558,1.2047967289644958e-05,4.5658306267173944e-05,RefSeq
ENST00000001169,-0.0701,-0.1399,0.7557086789550358,0.9684139109576121,ENSEMBL
NR_001252.1,-0.0156,-0.0322,0.3657259881545379,0.6260067936235143,RefSeq
MINT001414,-0.0069,-0.0162,0.10513965254495082,0.16750466105090853,miTranscriptome
MINT001208,1.6558,6.0109,4.349748503527392e-10,1.936354304438504e-09,miTranscriptome
AV_01445,-0.3827,-0.7753,0.6966846599321613,1.0,Ace View
ENST00000001443,-0.7923,-1.8651,0.7233043386539569,0.8998372297716203,ENSEMBL
ENST00000001260,0.6392,1.7764,0.6615235665330488,0.8193011151394529,ENSEMBL
NM_001307.1,-1.2452,-4.5712,2.278687734392689e-08,8.874189814007891e-08,RefSeq
ENST00000001226,-0.4155,-1.0302,0.683374564019849,0.934452901009169,ENSEMBL
uc1158xyz.1,-1.4994,-5.0556,4.687357773118866e-12,1.5541867450284003e-11,UCSC Genes
AV_01118,0.1538,0.4032,0.294741707855725,0.540089279198916,Ace View
ENST00000001000,2.098,6.2018,3.5160703247534925e-10,1.2218000647303201e-09,ENSEMBL
NONCODEG001174,0.3732,0.7242,0.861242033305355,1.0,lncRNAWiki
NR_001358.1,-0.7618,-2.1054,0.2713443839618648,0.3735220879655789,RefSeq
NONCODEG001147,0.5038,1.135,0.23110450794935844,0.31021595071082125,lncRNAWiki
AV_01266,-1.8199,-6.3391,0.0005371071686886369,0.001093924111956198,Ace View
ENST00000001216,1.7774,5.7326,1.0040465414441983e-11,4.256605082614528e-11,ENSEMBL
uc1062xyz.1,-0.3977,-0.7828,0.584641858137512,1.0,UCSC Genes
NR_001010.1,2.2935,7.6758,3.457361385513575e-06,1.0981473420806643e-05,RefSeq
XM_001346.1,0.1446,0.4128,0.5390984316763477,0.9512954043660089,RefSeq
NM_002448.4,-2.14,-7.12,3.4e-11,4.1e-09,RefSeq
ENST00000001398,1.785,5.31,5.5029693176458005e-09,2.259671768035007e-08,ENSEMBL
NR_001439.1,1.0219,3.6032,8.595264597024348e-05,0.00014616843435386276,RefSeq
NONCODEG001006,0.6595,1.656,0.1904904192682834,0.29770052159315097,lncRNAWiki
XM_001376.1,-0.1706,-0.3464,0.08228967886701258,0.15674305868344487,RefSeq
ENST00000001037,-1.6191,-5.7665,1.5866272927705203e-05,5.956381446355224e-05,ENSEMBL
uc1162xyz.1,1.7604,5.5215,2.756769090714026e-08,3.8510119018943085e-08,UCSC Genes
AV_IRF6_02,1.71,5.68,2.1e-08,1.5e-06,Ace View
ENST00000001220,0.0881,0.2275,0.26107840443215846,0.417401762676776,ENSEMBL
NONCODEG001384,-1.8667,-6.4681,2.0722797134345794e-10,5.223744246983811e-10,lncRNAWiki
NM_001323.1,0.1173,0.2804,0.17274712812130577,0.32285515500375994,RefSeq
ENST00000001048,-0.306,-0.7735,0.15438564967578847,0.29467569959155593,ENSEMBL
ENST00000001296,1.7759,5.4502,0.000776274102504005,0.002648252368280377,ENSEMBL
ENST00000001430,-0.2896,-0.7236,0.9309918425615492,1.0,ENSEMBL
NR_001009.1,-0.1313,-0.3795,0.47092288769559537,0.5325900839655986,RefSeq
ENST00000001302,-0.0994,-0.1895,0.31081178152354827,0.48671275005220055,ENSEMBL
NM_001221.1,-2.387,-6.7099,4.1443160215353445e-11,8.223984164066456e-11,RefSeq
uc1198xyz.1,1.158,2.3761,0.1383565353279319,0.1936969617876596,UCSC Genes
NM_004815.4,1.52,5.12,8.3e-07,3.8e-05,RefSeq
NONCODEG001272,0.622,1.7703,0.15151624492312693,0.2867874761422047,lncRNAWiki
NONCODEG001045,-0.5539,-1.5933,0.23051782406452864,0.2728852691750823,lncRNAWiki
ENST00000001344,0.735,2.2046,0.1021567857622832,0.17285549000086217,ENSEMBL
ENST00000001230,-1.1104,-3.9178,0.0003071260082592597,0.00045624292441221457,ENSEMBL
NONCODEG001123,0.6092,1.2965,0.4457898086454268,0.6567988654225185,lncRNAWiki
NM_001285.1,-1.01,-3.6308,1.6286331442918497e-07,2.966995851026275e-07,RefSeq
ENST00000001449,0.1888,0.4233,0.8329415729749623,1.0,ENSEMBL
uc1091xyz.1,-0.3118,-0.6276,0.7635034029352212,1.0,UCSC Genes
NR_001263.1,-1.01,-3.7932,0.00018604082118153204,0.0008515539913067089,RefSeq
NONCODEG001437,0.1272,0.329,0.6923376526263709,1.0,lncRNAWiki
ENST00000001276,0.086,0.2202,0.6005910371388182,0.8010822728360325,ENSEMBL
ENST00000001200,-0.0147,-0.0402,0.537034235466223,0.6224966690578831,ENSEMBL
ENST00000001011,-0.5494,-1.4999,0.17642687829372516,0.3480242763293738,ENSEMBL
ENST00000001320,0.2935,0.7478,0.8668328149902397,1.0,ENSEMBL
ENST00000001007,-1.9355,-5.7493,0.0011447774845906985,0.0040166469173847155,ENSEMBL
AV_01413,0.1763,0.4869,0.22990018326196485,0.45480840117308813,Ace View
NR_001131.1,0.6159,1.5446,0.014802887718819949,0.051,RefSeq
uc1402xyz.1,0.029,0.0745,0.4180965925126317,0.4996664917587773,UCSC Genes
XM_001146.1,1.3855,3.3794,0.17323964986560517,0.2215674395617805,RefSeq
AV_01453,2.5576,7.327,8.526239860699812e-08,3.104264954240863e-07,Ace View
MINT001144,-2.7091,-7.6849,1.2762042798678175e-07,5.15636245506921e-07,miTranscriptome
NM_001126.1,0.0541,0.1376,0.2179820224227861,0.37155703094966713,RefSeq
ENST00000001015,0.4757,1.4196,0.7622849347355836,0.8896593775058789,ENSEMBL
NM_001005.1,-0.861,-1.9283,0.1333796737587877,0.18178718325546928,RefSeq
ENST00000001301,-0.0215,-0.0567,0.4744448576253369,0.7858420718108315,ENSEMBL
AV_01192,-0.4554,-1.0091,0.5109884271880888,0.9851192871106954,Ace View
NR_001209.1,-0.1687,-0.3451,0.3779271696079136,0.6429586588178396,RefSeq
ENST00000358487,2.15,7.42,6.3e-12,8.9e-10,ENSEMBL
NM_001270.1,0.2658,0.7044,0.8082020609104356,1.0,RefSeq
ENST00000001416,1.534,4.8719,3.1268551613867585e-10,9.40829722363962e-10,ENSEMBL
NR_001117.1,-0.3637,-0.6887,0.3363312643967241,0.5466360091009083,RefSeq
AV_01233,-0.2531,-0.4834,0.5611289028587636,0.7995393912201886,Ace View
NR_001400.1,-0.2743,-0.8107,0.025495499695063147,0.051,RefSeq
NONCODEG001148,-0.291,-0.731,0.1146542630964694,0.21801216363259818,lncRNAWiki
ENST00000001342,-1.6793,-5.8601,0.0016267579315064427,0.007706936579925629,ENSEMBL
ENST00000001250,1.5479,4.7927,1.3523512363803825e-06,3.0989239045566552e-06,ENSEMBL
ENST00000001370,0.2852,0.5214,0.20668607028614608,0.24515925612944336,ENSEMBL
NONCODEG001300,-2.3802,-7.0037,1.586983273162893e-05,7.85448464852331e-05,lncRNAWiki
ENST00000001214,-0.5762,-1.2408,0.5248927746285292,0.783409749661634,ENSEMBL
ENST00000001265,2.0007,6.1216,4.1657622090669365e-07,1.0898535262588096e-06,ENSEMBL
AV_01106,-0.3233,-0.7465,0.7385124232151374,1.0,Ace View
NR_001087.1,-2.5427,-9.4216,6.792426394017927e-07,3.2960413063335916e-06,RefSeq
ENST00000001108,1.7889,5.2191,0.0009228240005850291,0.0015240512950624157,ENSEMBL
ENST00000001316,-0.1158,-0.3117,0.824990607632553,1.0,ENSEMBL
MINT001056,0.2816,0.7249,0.26745297195637213,0.30005130889128473,miTranscriptome
NM_001329.1,-0.5773,-1.5289,0.23702984468566077,0.3923864314451856,RefSeq
AV_01044,2.2881,7.6186,5.449907084977227e-11,1.8037901281512533e-10,Ace View
NR_001415.1,2.1476,7.0617,3.010285689125954e-11,4.734317866243082e-11,RefSeq
NONCODEG001287,2.225,6.5661,8.01741738601724e-06,3.859008707494425e-05,lncRNAWiki
NONCODEG001171,-0.1894,-0.5266,0.8334633132316397,1.0,lncRNAWiki
AV_01423,-0.305,-0.5753,0.08146762322746726,0.14213583304915606,Ace View
ENST00000001078,-1.01,-3.1875,3.2643702176666386e-07,6.990249784858494e-07,ENSEMBL
XM_001456.1,-2.2909,-8.2127,0.0008785493710664605,0.002170109731051347,RefSeq
ENST00000397091,-1.38,-4.52,9.1e-06,0.00031,ENSEMBL
NM_001145.1,0.6151,1.7679,0.24056266018247568,0.4190636728191331,RefSeq
NONCODEG001028,0.0437,0.0953,0.7672607072506953,1.0,lncRNAWiki
XM_001063.1,0.0692,0.186,0.4928948400931861,0.9313917180935021,RefSeq
ENST00000001227,-0.6083,-1.7787,0.45277183168694557,0.7684914631167905,ENSEMBL
NONCODEG001305,-0.1265,-0.2436,0.19094258178832477,0.23881844096216728,lncRNAWiki
NONCODEG001392,-1.5669,-5.9418,5.831445947764617e-12,1.801019475391468e-11,lncRNAWiki
AV_01059,-1.3716,-5.0105,2.0738589682913916e-12,1.008259610169258e-11,Ace View
